study	pathogen	library	design	replicate	plate	well	gene	sirna	well_type	image_idx	object_idx	cells.children_bacteria_count	cells.children_invasomes_count	cells.intensity_maxintensityedge_corr1actin	cells.parent_nuclei	nuclei.intensity_uppertenpercentintensity_corr1pathogen	perinuclei.intensity_upperquartileintensity_corr1actin
study	bacteria	d	p	1	kb03-1a	c01	kif11	l-003317-00	control	293	20	0.0	0.0	1.099764865108831	0.0	0.011176357325468077	1.6497181692309453
study	bacteria	d	p	1	kb03-1a	c01	kif11	l-003317-00	control	293	32	0.0	0.0	-0.7719295231724658	0.0	-0.18181376971366028	0.49109156831530765
study	bacteria	d	p	1	kb03-1a	c01	kif11	l-003317-00	control	293	4	0.0	0.0	-0.9963932050560622	0.0	-0.1291634357549177	3.395330993018218
study	bacteria	d	p	1	kb03-1a	c01	kif11	l-003317-00	control	290	9	0.0	0.0	3.882937978251613	0.0	-0.2937519382291553	2.5578791002472254
study	bacteria	d	p	1	kb03-1a	c01	kif11	l-003317-00	control	293	35	0.0	0.0	-0.7910651926617029	0.0	1.2536476024892562	-0.10895834638970771
study	bacteria	d	p	1	kb03-1a	c01	kif11	l-003317-00	control	290	2	0.0	0.0	-0.9851135567621951	0.0	-0.24288342910338306	0.6383243870368649
study	bacteria	d	p	1	kb03-1a	c01	kif11	l-003317-00	control	293	40	0.0	0.0	0.38284116775651333	0.0	0.0448900982862156	3.430746455943692
study	bacteria	d	p	1	kb03-1a	c01	kif11	l-003317-00	control	290	12	0.0	0.0	0.08044989911041894	0.0	-0.2963355386380566	-0.5815488648194322
study	bacteria	d	p	1	kb03-1a	c01	kif11	l-003317-00	control	290	4	0.0	0.0	-0.29736751171383335	0.0	-0.29967074387433607	0.07626151765108055
study	bacteria	d	p	1	kb03-1a	c01	kif11	l-003317-00	control	291	16	0.0	0.0	-0.5226323817922274	0.0	3.875756042310135	0.6550103851975463
study	bacteria	d	p	1	kb03-1a	c02	mock	none	control	300	136	0.0	0.0	-0.13554377791506883	0.0	-0.22204100433394927	1.517876858706609
study	bacteria	d	p	1	kb03-1a	c02	mock	none	control	298	55	0.0	0.0	4.061836169332149	0.0	-0.3432182432255591	1.0941474304457801
study	bacteria	d	p	1	kb03-1a	c02	mock	none	control	298	76	0.0	0.0	1.1426347489505646	0.0	-0.4361733725733011	1.8535924604630936
study	bacteria	d	p	1	kb03-1a	c02	mock	none	control	298	124	0.0	0.0	0.41087348344721686	0.0	-0.35356595080055997	1.5441739167904023
study	bacteria	d	p	1	kb03-1a	c02	mock	none	control	295	52	0.0	0.0	2.1027880901326172	0.0	-0.3461724658633992	-0.6399378109305333
study	bacteria	d	p	1	kb03-1a	c02	mock	none	control	297	18	0.0	0.0	1.8149104867699912	0.0	-0.32733589673280433	1.953343229730475
study	bacteria	d	p	1	kb03-1a	c02	mock	none	control	296	74	0.0	0.0	-0.38663707780203405	0.0	-0.29535183830621636	1.6830622991739623
study	bacteria	d	p	1	kb03-1a	c02	mock	none	control	298	26	0.0	0.0	-0.7738559634261317	0.0	-0.18425911313166968	0.3489312564611793
study	bacteria	d	p	1	kb03-1a	c02	mock	none	control	299	69	0.0	0.0	-0.4406176117419814	0.0	-0.08149345350086833	0.6466717735652756
study	bacteria	d	p	1	kb03-1a	c02	mock	none	control	298	131	0.0	0.0	1.2432789943389693	0.0	-0.3694890820264817	1.9143864004806386
study	bacteria	d	p	1	kb03-1a	c03	none	l-005102-00	pooled_sirna	304	100	0.0	0.0	2.131521517932477	0.0	-0.36259041559941074	1.0953440962344492
study	bacteria	d	p	1	kb03-1a	c03	none	l-005102-00	pooled_sirna	301	112	0.0	0.0	-0.5701194405968466	0.0	-0.2819262639208811	-0.29391953783380714
study	bacteria	d	p	1	kb03-1a	c03	none	l-005102-00	pooled_sirna	302	146	0.0	0.0	-0.18368470027285966	0.0	-0.289026210716381	0.46266147258245116
study	bacteria	d	p	1	kb03-1a	c03	none	l-005102-00	pooled_sirna	306	93	0.0	0.0	0.4680951013092447	0.0	0.43312886203263723	0.08547613611465468
study	bacteria	d	p	1	kb03-1a	c03	none	l-005102-00	pooled_sirna	304	82	0.0	0.0	1.5393453735722002	0.0	-0.3659441901615446	-0.5313397180851471
study	bacteria	d	p	1	kb03-1a	c03	none	l-005102-00	pooled_sirna	302	90	0.0	0.0	1.4507597173067515	0.0	-0.25404835799872694	0.17571007690847312
study	bacteria	d	p	1	kb03-1a	c03	none	l-005102-00	pooled_sirna	304	57	0.0	0.0	0.97468016342964	0.0	-0.3616862369896023	-0.09184463215915858
study	bacteria	d	p	1	kb03-1a	c03	none	l-005102-00	pooled_sirna	304	113	0.0	0.0	0.2165949115811344	0.0	-0.3284838145660775	-0.5357271170938639
study	bacteria	d	p	1	kb03-1a	c03	none	l-005102-00	pooled_sirna	305	70	0.0	0.0	-0.4809571345799042	0.0	-0.3956642036505335	-0.59675897186164
study	bacteria	d	p	1	kb03-1a	c03	none	l-005102-00	pooled_sirna	306	130	0.0	0.0	0.2727749874014745	0.0	1.211564930789341	0.6873019117572482
study	bacteria	d	p	1	kb03-1a	c04	pklr	l-006780-00	pooled_sirna	307	63	0.0	0.0	-0.6084908230041891	0.0	-0.37704682290810526	-0.5612327875028851
study	bacteria	d	p	1	kb03-1a	c04	pklr	l-006780-00	pooled_sirna	310	137	0.0	0.0	0.6983339706744668	0.0	-0.2654557845571671	-0.9288813231884038
study	bacteria	d	p	1	kb03-1a	c04	pklr	l-006780-00	pooled_sirna	309	46	0.0	0.0	0.7243260652609058	0.0	-0.31713484797340524	0.3969539986405231
study	bacteria	d	p	1	kb03-1a	c04	pklr	l-006780-00	pooled_sirna	307	41	0.0	0.0	-0.10178181117162567	0.0	-0.31766226986270635	-0.3706497303906614
study	bacteria	d	p	1	kb03-1a	c04	pklr	l-006780-00	pooled_sirna	308	22	0.0	0.0	-1.2405441172831044	0.0	-0.2795673064141741	-1.1061562987590616
study	bacteria	d	p	1	kb03-1a	c04	pklr	l-006780-00	pooled_sirna	312	148	0.0	0.0	-1.3853052359430058	0.0	-0.43717797436798733	-0.8039025273815608
study	bacteria	d	p	1	kb03-1a	c04	pklr	l-006780-00	pooled_sirna	310	129	0.0	0.0	0.00324955830270348	0.0	4.8427040432505715	2.77013933324588
study	bacteria	d	p	1	kb03-1a	c04	pklr	l-006780-00	pooled_sirna	308	91	0.0	0.0	1.2212852954047604	0.0	-0.39722825577680243	1.7206301024985673
study	bacteria	d	p	1	kb03-1a	c04	pklr	l-006780-00	pooled_sirna	312	183	0.0	0.0	-0.7268107318936697	0.0	-0.3359117860966008	-0.22707199159884278
study	bacteria	d	p	1	kb03-1a	c04	pklr	l-006780-00	pooled_sirna	310	164	0.0	0.0	-0.21010219379662812	0.0	-0.29636646943019723	-0.17101212276963654
study	bacteria	d	p	1	kb03-1a	c05	mak	l-004813-00	pooled_sirna	314	19	0.0	0.0	0.5740217719716152	0.0	-0.2793114743732496	-0.018312470046124997
study	bacteria	d	p	1	kb03-1a	c05	mak	l-004813-00	pooled_sirna	317	134	0.0	0.0	-0.648432793238137	0.0	-0.34096419170198833	-0.7625874438969872
study	bacteria	d	p	1	kb03-1a	c05	mak	l-004813-00	pooled_sirna	315	108	0.0	0.0	2.6179486056766397	0.0	-0.3303156140160913	0.43083864557715756
study	bacteria	d	p	1	kb03-1a	c05	mak	l-004813-00	pooled_sirna	318	152	0.0	0.0	1.0479785827634482	0.0	-0.3372238958427084	-0.4130138552684968
study	bacteria	d	p	1	kb03-1a	c05	mak	l-004813-00	pooled_sirna	315	146	0.0	0.0	0.0752464770188357	0.0	0.2519563034434236	1.0674742216209951
study	bacteria	d	p	1	kb03-1a	c05	mak	l-004813-00	pooled_sirna	313	135	0.0	0.0	-0.35383816018443753	0.0	-0.26249182655971676	-0.6011439635553254
study	bacteria	d	p	1	kb03-1a	c05	mak	l-004813-00	pooled_sirna	314	72	0.0	0.0	-0.5717226297816573	0.0	-0.38257309838267345	0.5613077028407584
study	bacteria	d	p	1	kb03-1a	c05	mak	l-004813-00	pooled_sirna	314	34	0.0	0.0	0.021154060919939943	0.0	-0.33750221617409104	0.03789009251198551
study	bacteria	d	p	1	kb03-1a	c05	mak	l-004813-00	pooled_sirna	313	122	0.0	0.0	-1.0667050220786864	0.0	-0.2623721478621713	-1.4698930118239184
study	bacteria	d	p	1	kb03-1a	c05	mak	l-004813-00	pooled_sirna	318	138	0.0	0.0	-0.9275481157464756	0.0	-0.34164244137254224	-0.6157619108193799
study	bacteria	d	p	1	kb03-1a	c06	pak7	l-003973-00	pooled_sirna	322	3	0.0	0.0	-0.15012301408964485	0.0	-0.23337526711722037	-0.8621240136794638
study	bacteria	d	p	1	kb03-1a	c06	pak7	l-003973-00	pooled_sirna	320	5	0.0	0.0	-0.8518236547899668	0.0	-0.25901830082817007	-0.5711578637142141
study	bacteria	d	p	1	kb03-1a	c06	pak7	l-003973-00	pooled_sirna	321	51	0.0	0.0	-0.15927199857010735	0.0	-0.372648753799467	-0.21323373823774647
study	bacteria	d	p	1	kb03-1a	c06	pak7	l-003973-00	pooled_sirna	321	66	0.0	0.0	-0.770292654501708	0.0	-0.3636622442405462	-0.3357899705106433
study	bacteria	d	p	1	kb03-1a	c06	pak7	l-003973-00	pooled_sirna	322	36	0.0	0.0	2.1860811484216613	0.0	-0.3162480391055908	-0.3751519631596543
study	bacteria	d	p	1	kb03-1a	c06	pak7	l-003973-00	pooled_sirna	319	50	0.0	0.0	0.8285356536345637	0.0	-0.16267423105672815	0.9610798508434962
study	bacteria	d	p	1	kb03-1a	c06	pak7	l-003973-00	pooled_sirna	320	72	0.0	0.0	-0.019104650515515558	0.0	1.6529902884697616	1.6412881220124427
study	bacteria	d	p	1	kb03-1a	c06	pak7	l-003973-00	pooled_sirna	323	38	0.0	0.0	-0.9914990497831271	0.0	0.28444289742353385	-0.2087415887524735
study	bacteria	d	p	1	kb03-1a	c06	pak7	l-003973-00	pooled_sirna	319	67	0.0	0.0	-0.12970008177737669	0.0	-0.2239063321822943	0.1711822014615223
study	bacteria	d	p	1	kb03-1a	c06	pak7	l-003973-00	pooled_sirna	323	3	0.0	0.0	-0.37017818868051316	0.0	-0.10325473282041028	0.41950903378935045
study	bacteria	d	p	1	kb03-1a	c07	pik3cd	l-006775-00	pooled_sirna	330	11	0.0	0.0	8.250989606500903	0.0	-0.2612656446116335	0.2188183977083214
study	bacteria	d	p	1	kb03-1a	c07	pik3cd	l-006775-00	pooled_sirna	326	25	0.0	0.0	0.04418109508643722	0.0	-0.33337785209461523	0.47053156097542903
study	bacteria	d	p	1	kb03-1a	c07	pik3cd	l-006775-00	pooled_sirna	328	78	0.0	0.0	1.6277468683669403	0.0	-0.4041947762314304	1.1050091363678418
study	bacteria	d	p	1	kb03-1a	c07	pik3cd	l-006775-00	pooled_sirna	328	43	0.0	0.0	-0.12694068772570127	0.0	-0.3553439690356306	0.16512918439814614
study	bacteria	d	p	1	kb03-1a	c07	pik3cd	l-006775-00	pooled_sirna	328	20	0.0	0.0	-1.105640415933918	0.0	0.29449410387607416	-0.5327166473740776
study	bacteria	d	p	1	kb03-1a	c07	pik3cd	l-006775-00	pooled_sirna	329	135	0.0	0.0	0.06806897481019107	0.0	-0.3891201651489676	-0.11379419679217503
study	bacteria	d	p	1	kb03-1a	c07	pik3cd	l-006775-00	pooled_sirna	330	84	0.0	0.0	-0.5875806083264677	0.0	-0.4406620964797245	-0.32768048298305286
study	bacteria	d	p	1	kb03-1a	c07	pik3cd	l-006775-00	pooled_sirna	327	33	0.0	0.0	0.36320004681474305	0.0	-0.2953382303852722	-0.040054463583854234
study	bacteria	d	p	1	kb03-1a	c07	pik3cd	l-006775-00	pooled_sirna	328	8	0.0	0.0	-0.5829079000936511	0.0	-0.30456967149999403	-0.22527608490668416
study	bacteria	d	p	1	kb03-1a	c07	pik3cd	l-006775-00	pooled_sirna	327	21	0.0	0.0	0.2855601213956555	0.0	5.1067129134079305	1.8010023630615626
study	bacteria	d	p	1	kb03-1a	c08	vrk1	l-004683-00	pooled_sirna	331	37	0.0	0.0	-0.03863956452975597	0.0	-0.25650256234745866	0.49944049767827187
study	bacteria	d	p	1	kb03-1a	c08	vrk1	l-004683-00	pooled_sirna	333	105	0.0	0.0	-0.08482944301527075	0.0	-0.32208086180184264	0.32044482780198336
study	bacteria	d	p	1	kb03-1a	c08	vrk1	l-004683-00	pooled_sirna	332	116	0.0	0.0	-0.5671572055861327	0.0	-0.3121804176397006	-0.6320379805590975
study	bacteria	d	p	1	kb03-1a	c08	vrk1	l-004683-00	pooled_sirna	334	156	0.0	0.0	-0.1906831595899556	0.0	-0.294002131183046	0.32122963091650975
study	bacteria	d	p	1	kb03-1a	c08	vrk1	l-004683-00	pooled_sirna	333	62	0.0	0.0	0.8772634014156716	0.0	-0.4090472041325624	1.701804728110037
study	bacteria	d	p	1	kb03-1a	c08	vrk1	l-004683-00	pooled_sirna	333	52	0.0	0.0	-0.14099503441650948	0.0	4.52900677527654	0.5986580885552452
study	bacteria	d	p	1	kb03-1a	c08	vrk1	l-004683-00	pooled_sirna	335	150	0.0	0.0	-0.6484831703338121	0.0	-0.4248903025171335	-0.8566475868451138
study	bacteria	d	p	1	kb03-1a	c08	vrk1	l-004683-00	pooled_sirna	335	90	0.0	0.0	0.2132788319680536	0.0	-0.37802232652527096	-0.014617792273217379
study	bacteria	d	p	1	kb03-1a	c08	vrk1	l-004683-00	pooled_sirna	333	56	0.0	0.0	-0.8671569992648269	0.0	-0.23743850701147748	-0.09540319538537106
study	bacteria	d	p	1	kb03-1a	c08	vrk1	l-004683-00	pooled_sirna	335	29	0.0	0.0	0.5515266137635413	0.0	-0.2934904487410225	-0.8725591793015239
study	bacteria	d	p	1	kb03-1a	c09	map3k6	l-003969-00	pooled_sirna	341	62	0.0	0.0	-0.2740310446878189	0.0	-0.3920486782562118	0.10293368929246069
study	bacteria	d	p	1	kb03-1a	c09	map3k6	l-003969-00	pooled_sirna	342	31	0.0	0.0	-0.19072375222360294	0.0	-0.3389318677862302	0.46523105659881697
study	bacteria	d	p	1	kb03-1a	c09	map3k6	l-003969-00	pooled_sirna	339	99	0.0	0.0	0.6713824326673116	0.0	-0.3581455698255364	0.23479675786872237
study	bacteria	d	p	1	kb03-1a	c09	map3k6	l-003969-00	pooled_sirna	340	68	0.0	0.0	-0.6023994095389363	0.0	-0.37223710025341766	0.22622991805326534
study	bacteria	d	p	1	kb03-1a	c09	map3k6	l-003969-00	pooled_sirna	341	208	0.0	0.0	-0.6029243391208268	0.0	-0.2851055560934084	0.40411959672085906
study	bacteria	d	p	1	kb03-1a	c09	map3k6	l-003969-00	pooled_sirna	339	118	0.0	0.0	-0.523798450462804	0.0	-0.436612870466023	-0.35197760212559986
study	bacteria	d	p	1	kb03-1a	c09	map3k6	l-003969-00	pooled_sirna	339	171	0.0	0.0	-0.1509673498674512	0.0	0.009748890890066177	0.9265118556375973
study	bacteria	d	p	1	kb03-1a	c09	map3k6	l-003969-00	pooled_sirna	338	124	0.0	0.0	-0.5759784520412395	0.0	-0.292670682361822	0.22754248851738162
study	bacteria	d	p	1	kb03-1a	c09	map3k6	l-003969-00	pooled_sirna	339	17	0.0	0.0	0.1059145803393312	0.0	-0.21812572118364268	0.404896001551185
study	bacteria	d	p	1	kb03-1a	c09	map3k6	l-003969-00	pooled_sirna	338	98	0.0	0.0	-0.17721765611598037	0.0	-0.4088549334026591	-0.38357312643109076
study	bacteria	d	p	1	kb03-1a	c10	epha6	l-005313-00	pooled_sirna	345	125	0.0	0.0	-0.5321300671340616	0.0	-0.3379545379119908	0.4338517572968555
study	bacteria	d	p	1	kb03-1a	c10	epha6	l-005313-00	pooled_sirna	346	82	0.0	0.0	-0.913558220227252	0.0	1.3592569216898405	1.059667778105946
study	bacteria	d	p	1	kb03-1a	c10	epha6	l-005313-00	pooled_sirna	346	104	0.0	0.0	-0.09712829332720192	0.0	-0.2635062544880921	0.8547274164883046
study	bacteria	d	p	1	kb03-1a	c10	epha6	l-005313-00	pooled_sirna	348	132	0.0	0.0	-0.0923196443595016	0.0	-0.21496760349292243	-0.6461826498030006
study	bacteria	d	p	1	kb03-1a	c10	epha6	l-005313-00	pooled_sirna	348	70	0.0	0.0	-0.41558499805053706	0.0	1.3413337702374388	-0.48316824299509525
study	bacteria	d	p	1	kb03-1a	c10	epha6	l-005313-00	pooled_sirna	347	126	0.0	0.0	-0.009569310665343217	0.0	-0.3172485272251092	1.4318315984056509
study	bacteria	d	p	1	kb03-1a	c10	epha6	l-005313-00	pooled_sirna	347	78	0.0	0.0	0.27997757515923055	0.0	-0.33157158032592116	1.5057141999147163
study	bacteria	d	p	1	kb03-1a	c10	epha6	l-005313-00	pooled_sirna	347	109	0.0	0.0	-0.2590128986004907	0.0	-0.32486037610356444	1.0376920533723053
study	bacteria	d	p	1	kb03-1a	c10	epha6	l-005313-00	pooled_sirna	348	90	0.0	0.0	-0.8826667915967679	0.0	-0.42128443057516407	-0.5107123969711314
study	bacteria	d	p	1	kb03-1a	c10	epha6	l-005313-00	pooled_sirna	345	92	0.0	0.0	-0.9179307948140445	0.0	-0.36798552415980695	-0.33266562125067295
study	bacteria	d	p	1	kb03-1a	c11	brdt	l-004938-00	pooled_sirna	351	37	0.0	0.0	0.4297337017319778	0.0	-0.26907508921460316	0.5637185742885171
study	bacteria	d	p	1	kb03-1a	c11	brdt	l-004938-00	pooled_sirna	354	83	0.0	0.0	1.8634683827839438	0.0	-0.3269125493756921	1.154790657271209
study	bacteria	d	p	1	kb03-1a	c11	brdt	l-004938-00	pooled_sirna	352	32	0.0	0.0	-0.23924468104772634	0.0	-0.2567367910284671	-0.09536605866079836
study	bacteria	d	p	1	kb03-1a	c11	brdt	l-004938-00	pooled_sirna	352	103	0.0	0.0	0.015557600454984513	0.0	-0.3919079446579682	-0.288863183288593
study	bacteria	d	p	1	kb03-1a	c11	brdt	l-004938-00	pooled_sirna	351	166	0.0	0.0	-0.32203629200514294	0.0	-0.30419296351936514	-0.27559098436979945
study	bacteria	d	p	1	kb03-1a	c11	brdt	l-004938-00	pooled_sirna	350	190	0.0	0.0	-0.6863570566611134	0.0	-0.28902785489479743	0.22238875255175272
study	bacteria	d	p	1	kb03-1a	c11	brdt	l-004938-00	pooled_sirna	350	60	0.0	0.0	0.9268689340965175	0.0	3.2937374512964044	0.1557263033359685
study	bacteria	d	p	1	kb03-1a	c11	brdt	l-004938-00	pooled_sirna	351	118	0.0	0.0	1.2276214091141673	0.0	-0.3428100594736223	-0.3337311554114196
study	bacteria	d	p	1	kb03-1a	c11	brdt	l-004938-00	pooled_sirna	352	153	0.0	0.0	-0.5265075180725541	0.0	-0.3053322741326732	-0.3312619649534435
study	bacteria	d	p	1	kb03-1a	c11	brdt	l-004938-00	pooled_sirna	354	81	0.0	0.0	0.7484597559196553	0.0	-0.42657208706468175	-0.8342278353556815
study	bacteria	d	p	1	kb03-1a	c12	gucy2c	l-005328-00	pooled_sirna	358	65	0.0	0.0	-0.030382174593556282	0.0	0.779769973402389	-0.6326769022624096
study	bacteria	d	p	1	kb03-1a	c12	gucy2c	l-005328-00	pooled_sirna	355	45	0.0	0.0	-0.42915174786006766	0.0	-0.24620509612010916	-0.5186969068429951
study	bacteria	d	p	1	kb03-1a	c12	gucy2c	l-005328-00	pooled_sirna	358	104	0.0	0.0	-0.49307805772670443	0.0	-0.22994862773234415	-0.40473605654928985
study	bacteria	d	p	1	kb03-1a	c12	gucy2c	l-005328-00	pooled_sirna	357	162	0.0	0.0	0.03314168361042593	0.0	-0.13164015001407667	-0.2726149956151334
study	bacteria	d	p	1	kb03-1a	c12	gucy2c	l-005328-00	pooled_sirna	359	105	0.0	0.0	-0.6656711060163178	0.0	-0.36601061493701254	-0.19061598636263008
study	bacteria	d	p	1	kb03-1a	c12	gucy2c	l-005328-00	pooled_sirna	355	42	0.0	0.0	-0.6147324602420103	0.0	-0.3486899099324546	-0.8982511916020193
study	bacteria	d	p	1	kb03-1a	c12	gucy2c	l-005328-00	pooled_sirna	356	37	0.0	0.0	-0.5459400173439674	0.0	-0.36840875530566125	-0.958826801001568
study	bacteria	d	p	1	kb03-1a	c12	gucy2c	l-005328-00	pooled_sirna	360	57	0.0	0.0	2.2538645104761827	0.0	-0.33862237282364016	-0.12263889710475437
study	bacteria	d	p	1	kb03-1a	c12	gucy2c	l-005328-00	pooled_sirna	359	52	0.0	0.0	0.38454252912711306	0.0	-0.21297074697304635	0.2646161660843272
study	bacteria	d	p	1	kb03-1a	c12	gucy2c	l-005328-00	pooled_sirna	359	145	0.0	0.0	-1.2677353942632987	0.0	-0.2924676327373868	-1.3654776998193423
study	bacteria	d	p	1	kb03-1a	c13	eif2ak4	l-005314-00	pooled_sirna	365	176	0.0	0.0	-0.3572190216005872	0.0	-0.31546782879818086	0.2958615041625419
study	bacteria	d	p	1	kb03-1a	c13	eif2ak4	l-005314-00	pooled_sirna	362	106	0.0	0.0	3.1719841049135873	0.0	-0.41307842806774403	0.20457180376799702
study	bacteria	d	p	1	kb03-1a	c13	eif2ak4	l-005314-00	pooled_sirna	362	21	0.0	0.0	-0.3548351498052002	0.0	-0.2552879779156513	-0.5876149780585936
study	bacteria	d	p	1	kb03-1a	c13	eif2ak4	l-005314-00	pooled_sirna	366	63	0.0	0.0	-0.6823269884627158	0.0	-0.12279149189436081	-2.0730800482583787
study	bacteria	d	p	1	kb03-1a	c13	eif2ak4	l-005314-00	pooled_sirna	363	22	0.0	0.0	0.4728977576260115	0.0	-0.2266906350382983	0.5357268466164055
study	bacteria	d	p	1	kb03-1a	c13	eif2ak4	l-005314-00	pooled_sirna	365	175	0.0	0.0	0.24490426914553184	0.0	0.2789555478325495	1.4958084829982097
study	bacteria	d	p	1	kb03-1a	c13	eif2ak4	l-005314-00	pooled_sirna	363	21	0.0	0.0	2.0296553755000617	0.0	-0.29249467001176327	-0.12491413955945979
study	bacteria	d	p	1	kb03-1a	c13	eif2ak4	l-005314-00	pooled_sirna	363	47	0.0	0.0	-0.6180349101482422	0.0	-0.42630633178357613	0.14898421632978948
study	bacteria	d	p	1	kb03-1a	c13	eif2ak4	l-005314-00	pooled_sirna	365	173	0.0	0.0	0.6307027976700937	0.0	-0.19733282874936733	3.317732514975959
study	bacteria	d	p	1	kb03-1a	c13	eif2ak4	l-005314-00	pooled_sirna	361	56	0.0	0.0	-1.1812008829830742	0.0	-0.2443592267801843	1.3404068773579974
study	bacteria	d	p	1	kb03-1a	c14	pnck	l-027176-00	pooled_sirna	369	167	0.0	0.0	1.6256109753290924	0.0	-0.28048994188124876	1.0484996199827423
study	bacteria	d	p	1	kb03-1a	c14	pnck	l-027176-00	pooled_sirna	368	51	0.0	0.0	-0.24023205500806383	0.0	2.0567546862822166	1.156076649873368
study	bacteria	d	p	1	kb03-1a	c14	pnck	l-027176-00	pooled_sirna	371	107	0.0	0.0	-0.13600126303425158	0.0	-0.22834548032865093	1.8724769207915202
study	bacteria	d	p	1	kb03-1a	c14	pnck	l-027176-00	pooled_sirna	371	29	0.0	0.0	-0.5209095734477136	0.0	-0.17230765578492538	-0.9730556828944653
study	bacteria	d	p	1	kb03-1a	c14	pnck	l-027176-00	pooled_sirna	369	105	0.0	0.0	0.30569616626007295	0.0	-0.4043380826748315	0.6178744241695681
study	bacteria	d	p	1	kb03-1a	c14	pnck	l-027176-00	pooled_sirna	368	6	0.0	0.0	-0.5673155598925727	0.0	-0.23037797786983866	-0.4319010099076483
study	bacteria	d	p	1	kb03-1a	c14	pnck	l-027176-00	pooled_sirna	372	77	0.0	0.0	-1.2476747804743553	0.0	-0.36651508240778075	-1.0719266659224018
study	bacteria	d	p	1	kb03-1a	c14	pnck	l-027176-00	pooled_sirna	367	32	0.0	0.0	-0.2795988782148212	0.0	-0.3336470481717178	-0.08988200318078732
study	bacteria	d	p	1	kb03-1a	c14	pnck	l-027176-00	pooled_sirna	368	125	0.0	0.0	-0.8670022997309289	0.0	2.3386309055820993	-0.36773634885758166
study	bacteria	d	p	1	kb03-1a	c14	pnck	l-027176-00	pooled_sirna	372	56	0.0	0.0	-0.3319287717918797	0.0	-0.3668694328727138	-0.2476949967890399
study	bacteria	d	p	1	kb03-1a	c15	nme6	l-006755-00	pooled_sirna	378	174	0.0	0.0	-0.0817525942999623	0.0	-0.2686492159486146	0.14339938975758523
study	bacteria	d	p	1	kb03-1a	c15	nme6	l-006755-00	pooled_sirna	377	164	0.0	0.0	-0.09464970508379399	0.0	-0.33532181282695867	-0.33683746650170493
study	bacteria	d	p	1	kb03-1a	c15	nme6	l-006755-00	pooled_sirna	373	148	0.0	0.0	-0.6422427491164309	0.0	-0.36534129984597186	-0.29767784337788994
study	bacteria	d	p	1	kb03-1a	c15	nme6	l-006755-00	pooled_sirna	374	72	0.0	0.0	-0.9130832969422901	0.0	-0.37408295545827386	-1.2097209236998938
study	bacteria	d	p	1	kb03-1a	c15	nme6	l-006755-00	pooled_sirna	378	175	0.0	0.0	0.6408248461194352	0.0	-0.3477096906857469	-0.3502380626318358
study	bacteria	d	p	1	kb03-1a	c15	nme6	l-006755-00	pooled_sirna	373	84	0.0	0.0	-0.7723522303683946	0.0	0.664792103858949	-0.6206433163011749
study	bacteria	d	p	1	kb03-1a	c15	nme6	l-006755-00	pooled_sirna	374	19	0.0	0.0	-0.7307619465913089	0.0	0.4198690218516262	-0.7799999289154921
study	bacteria	d	p	1	kb03-1a	c15	nme6	l-006755-00	pooled_sirna	375	8	0.0	0.0	-0.9030810747621423	0.0	-0.3082198487054939	-0.9760676327431743
study	bacteria	d	p	1	kb03-1a	c15	nme6	l-006755-00	pooled_sirna	375	202	0.0	0.0	0.13050308351168638	0.0	-0.2962771043724437	-0.27080082479417256
study	bacteria	d	p	1	kb03-1a	c15	nme6	l-006755-00	pooled_sirna	373	94	0.0	0.0	1.0414068366487599	0.0	-0.18762854029114917	0.8124489617717084
study	bacteria	d	p	1	kb03-1a	c16	vrk3	l-005397-00	pooled_sirna	379	126	0.0	0.0	7.7564817702742115	0.0	-0.0016958167251766127	7.193185387152508
study	bacteria	d	p	1	kb03-1a	c16	vrk3	l-005397-00	pooled_sirna	382	38	0.0	0.0	-0.08703416352845941	0.0	-0.2945579884329558	0.42429137973717185
study	bacteria	d	p	1	kb03-1a	c16	vrk3	l-005397-00	pooled_sirna	380	7	0.0	0.0	-0.6404433763417874	0.0	-0.2603457871531013	-0.5218969847850348
study	bacteria	d	p	1	kb03-1a	c16	vrk3	l-005397-00	pooled_sirna	384	217	0.0	0.0	2.5757331343319843	0.0	-0.21825783385081454	0.8874880400382653
study	bacteria	d	p	1	kb03-1a	c16	vrk3	l-005397-00	pooled_sirna	381	1	0.0	0.0	-0.5404086633073608	0.0	-0.2566538538004268	0.0013362714758535898
study	bacteria	d	p	1	kb03-1a	c16	vrk3	l-005397-00	pooled_sirna	382	111	0.0	0.0	-0.5671833175230648	0.0	-0.4017854131419204	0.6042520920332728
study	bacteria	d	p	1	kb03-1a	c16	vrk3	l-005397-00	pooled_sirna	380	73	0.0	0.0	0.7710115101737307	0.0	-0.35567498290167615	1.3414244135454876
study	bacteria	d	p	1	kb03-1a	c16	vrk3	l-005397-00	pooled_sirna	379	139	0.0	0.0	-0.5934742265696503	0.0	0.8135691428075734	-0.054954628158948096
study	bacteria	d	p	1	kb03-1a	c16	vrk3	l-005397-00	pooled_sirna	383	129	0.0	0.0	-0.07563719914304635	0.0	-0.02088390333637341	0.3949893772550026
study	bacteria	d	p	1	kb03-1a	c16	vrk3	l-005397-00	pooled_sirna	383	83	0.0	0.0	0.6073469115514397	0.0	-0.3869838890682748	0.08113112003790468
