study	pathogen	library	design	replicate	plate	well	gene	sirna	well_type	image_idx	object_idx	cells.children_bacteria_count	cells.children_invasomes_count	cells.intensity_maxintensityedge_corr1actin	cells.parent_nuclei	nuclei.intensity_uppertenpercentintensity_corr1pathogen	perinuclei.intensity_upperquartileintensity_corr1actin
study	bacteria	d	p	1	kb03-1a	e01	gfp duplex iii	p-002048-03	control	577	66	0.0	0.0	0.09045810504270001	0.0	0.0130074396866	0.0470161780346
study	bacteria	d	p	1	kb03-1a	e01	gfp duplex iii	p-002048-03	control	581	63	0.0	0.0	0.13985400287900002	0.0	0.0838074072132	0.0484432084109
study	bacteria	d	p	1	kb03-1a	e01	gfp duplex iii	p-002048-03	control	582	45	0.0	0.0	0.10442249985600001	0.0	0.0119487046674	0.0391692054299
study	bacteria	d	p	1	kb03-1a	e01	gfp duplex iii	p-002048-03	control	581	44	0.0	0.0	0.280738458413	0.0	0.0107831692729	0.09393606832250001
study	bacteria	d	p	1	kb03-1a	e01	gfp duplex iii	p-002048-03	control	578	73	0.0	0.0	0.143213266072	0.0	0.011672527271	0.11104937761499999
study	bacteria	d	p	1	kb03-1a	e01	gfp duplex iii	p-002048-03	control	582	5	0.0	0.0	0.35687479363700003	0.0	0.020071374244	0.12875941901
study	bacteria	d	p	1	kb03-1a	e01	gfp duplex iii	p-002048-03	control	582	88	0.0	0.0	0.127471748234	0.0	0.0100770390691	0.046980922804699995
study	bacteria	d	p	1	kb03-1a	e01	gfp duplex iii	p-002048-03	control	581	130	0.0	0.0	0.19014232647399998	0.0	0.012059209554000002	0.0671597960398
study	bacteria	d	p	1	kb03-1a	e01	gfp duplex iii	p-002048-03	control	578	58	0.0	0.0	0.133877601912	0.0	0.0101051700915	0.056043657151699997
study	bacteria	d	p	1	kb03-1a	e02	on-targetplus non-targeting pool	d-001810-10	control	585	85	0.0	0.0	0.167626819032	0.0	0.00983882824282	0.039793939840899996
study	bacteria	d	p	1	kb03-1a	e02	on-targetplus non-targeting pool	d-001810-10	control	588	37	0.0	0.0	0.163449072936	0.0	0.0127908263219	0.0689892671873
study	bacteria	d	p	1	kb03-1a	e02	on-targetplus non-targeting pool	d-001810-10	control	588	52	0.0	0.0	0.112553196371	0.0	0.011005099445	0.075674687962
study	bacteria	d	p	1	kb03-1a	e02	on-targetplus non-targeting pool	d-001810-10	control	586	121	0.0	0.0	0.11575597262599999	0.0	0.011808521265799999	0.049640656887800005
study	bacteria	d	p	1	kb03-1a	e02	on-targetplus non-targeting pool	d-001810-10	control	583	37	0.0	0.0	0.149615319832	0.0	0.011622279712100001	0.0524457776571
study	bacteria	d	p	1	kb03-1a	e02	on-targetplus non-targeting pool	d-001810-10	control	586	85	0.0	0.0	0.23681324571999998	0.0	0.0156390132477	0.0527427723695
study	bacteria	d	p	1	kb03-1a	e02	on-targetplus non-targeting pool	d-001810-10	control	583	19	0.0	0.0	0.25293863926300003	0.0	0.0139113311633	0.0431247757914
study	bacteria	d	p	1	kb03-1a	e02	on-targetplus non-targeting pool	d-001810-10	control	587	19	0.0	0.0	0.09620074071080001	0.0	0.013397063625399998	0.050262810556899996
study	bacteria	d	p	1	kb03-1a	e02	on-targetplus non-targeting pool	d-001810-10	control	587	72	0.0	0.0	0.290790386856	0.0	0.012399535540499999	0.141978355538
study	bacteria	d	p	1	kb03-1a	e02	on-targetplus non-targeting pool	d-001810-10	control	583	176	0.0	0.0	0.10817892707900001	0.0	0.012279206360599999	0.0575656523271
study	bacteria	d	p	1	kb03-1a	e03	hunk	l-004214-00	pooled_sirna	593	126	0.0	0.0	0.139006751466	0.0	0.010393785339700002	0.0442595871408
study	bacteria	d	p	1	kb03-1a	e03	hunk	l-004214-00	pooled_sirna	590	97	0.0	0.0	0.17941716846	0.0	0.00954130622594	0.0461618961919
study	bacteria	d	p	1	kb03-1a	e03	hunk	l-004214-00	pooled_sirna	592	39	0.0	0.0	0.125355293981	0.0	0.0131401009308	0.0424842437471
study	bacteria	d	p	1	kb03-1a	e03	hunk	l-004214-00	pooled_sirna	593	175	0.0	0.0	0.192512731602	0.0	0.0199015706084	0.110781934363
study	bacteria	d	p	1	kb03-1a	e03	hunk	l-004214-00	pooled_sirna	593	207	0.0	0.0	0.119311483705	0.0	0.027147655850400004	0.0352711299817
study	bacteria	d	p	1	kb03-1a	e03	hunk	l-004214-00	pooled_sirna	593	63	0.0	0.0	0.18730459555	0.0	0.014476824019500002	0.118146343952
study	bacteria	d	p	1	kb03-1a	e03	hunk	l-004214-00	pooled_sirna	589	142	0.0	0.0	0.298684765017	0.0	0.010594256307299998	0.0803019756086
study	bacteria	d	p	1	kb03-1a	e03	hunk	l-004214-00	pooled_sirna	593	50	0.0	0.0	0.19939628127599998	0.0	0.0117356351349	0.0873931432313
study	bacteria	d	p	1	kb03-1a	e03	hunk	l-004214-00	pooled_sirna	589	136	0.0	0.0	0.11096687743200001	0.0	0.0305409517356	0.07370138482319999
study	bacteria	d	p	1	kb03-1a	e03	hunk	l-004214-00	pooled_sirna	590	123	0.0	0.0	0.107974147785	0.0	0.009033923424590001	0.0437103982935
study	bacteria	d	p	1	kb03-1a	e04	nek2	l-004090-00	pooled_sirna	598	174	0.0	0.0	0.15469716684	0.0	0.012188873856899998	0.056945113415099995
study	bacteria	d	p	1	kb03-1a	e04	nek2	l-004090-00	pooled_sirna	596	8	0.0	0.0	0.249549970172	0.0	0.0123598010818	0.037876023512
study	bacteria	d	p	1	kb03-1a	e04	nek2	l-004090-00	pooled_sirna	597	189	0.0	0.0	0.182430604784	0.0	0.0415510990865	0.0848465155919
study	bacteria	d	p	1	kb03-1a	e04	nek2	l-004090-00	pooled_sirna	598	158	0.0	0.0	0.22062388737100003	0.0	0.012875414072	0.0754636861913
study	bacteria	d	p	1	kb03-1a	e04	nek2	l-004090-00	pooled_sirna	596	133	0.0	0.0	0.11003368267899999	0.0	0.0122313881195	0.0419769522324
study	bacteria	d	p	1	kb03-1a	e04	nek2	l-004090-00	pooled_sirna	597	61	0.0	0.0	0.14959780448100002	0.0	0.0122727671847	0.0858490266498
study	bacteria	d	p	1	kb03-1a	e04	nek2	l-004090-00	pooled_sirna	597	94	0.0	0.0	0.26706799612599996	0.0	0.010089661242799999	0.0754621315567
study	bacteria	d	p	1	kb03-1a	e04	nek2	l-004090-00	pooled_sirna	596	147	0.0	0.0	0.10114895856	0.0	0.0334336751182	0.070748083752
study	bacteria	d	p	1	kb03-1a	e04	nek2	l-004090-00	pooled_sirna	599	41	0.0	0.0	0.0860944098681	0.0	0.020420405427	0.0444559391352
study	bacteria	d	p	1	kb03-1a	e04	nek2	l-004090-00	pooled_sirna	595	98	0.0	0.0	0.0855818964619	0.0	0.0108808552115	0.067580106411
study	bacteria	d	p	1	kb03-1a	e05	map4k1	l-003586-00	pooled_sirna	602	36	0.0	0.0	0.11307959146400001	0.0	0.011790773178700002	0.0562911272958
study	bacteria	d	p	1	kb03-1a	e05	map4k1	l-003586-00	pooled_sirna	604	64	0.0	0.0	0.177348835955	0.0	0.010134873573299999	0.07549098422810001
study	bacteria	d	p	1	kb03-1a	e05	map4k1	l-003586-00	pooled_sirna	605	47	0.0	0.0	0.7522198327130001	0.0	0.142439911566	0.5028542825
study	bacteria	d	p	1	kb03-1a	e05	map4k1	l-003586-00	pooled_sirna	606	104	0.0	0.0	0.0907982459475	0.0	0.0126988008547	0.051581994878000005
study	bacteria	d	p	1	kb03-1a	e05	map4k1	l-003586-00	pooled_sirna	605	43	0.0	0.0	0.192849737185	0.0	0.0105334445213	0.051824479677200004
study	bacteria	d	p	1	kb03-1a	e05	map4k1	l-003586-00	pooled_sirna	606	91	0.0	0.0	0.09935860649469999	0.0	0.012711070490700001	0.0617076351535
study	bacteria	d	p	1	kb03-1a	e05	map4k1	l-003586-00	pooled_sirna	604	105	0.0	0.0	0.214928259408	0.0	0.024505098961400004	0.0863925880477
study	bacteria	d	p	1	kb03-1a	e05	map4k1	l-003586-00	pooled_sirna	604	21	0.0	0.0	0.178917732764	0.0	0.0135200870677	0.0498106182686
study	bacteria	d	p	1	kb03-1a	e05	map4k1	l-003586-00	pooled_sirna	602	63	0.0	0.0	0.0868766428902	0.0	0.009041590352509999	0.050281455468300006
study	bacteria	d	p	1	kb03-1a	e05	map4k1	l-003586-00	pooled_sirna	606	35	0.0	0.0	0.168689797029	0.0	0.012125231264299999	0.0771204514501
study	bacteria	d	p	1	kb03-1a	e06	mapkapk5	l-005015-00	pooled_sirna	607	60	0.0	0.0	0.402711533172	0.0	0.0118852172201	0.11477023008300001
study	bacteria	d	p	1	kb03-1a	e06	mapkapk5	l-005015-00	pooled_sirna	612	38	0.0	0.0	0.327500026673	0.0	0.012404255860899998	0.0554564474269
study	bacteria	d	p	1	kb03-1a	e06	mapkapk5	l-005015-00	pooled_sirna	608	23	0.0	0.0	0.18754273500399998	0.0	0.0107846402275	0.06301782676210001
study	bacteria	d	p	1	kb03-1a	e06	mapkapk5	l-005015-00	pooled_sirna	611	16	0.0	0.0	0.0782744624557	0.0	0.0145372542757	0.051643030263900006
study	bacteria	d	p	1	kb03-1a	e06	mapkapk5	l-005015-00	pooled_sirna	612	110	0.0	0.0	0.20539487074299997	0.0	0.011374850754700001	0.07306572521839999
study	bacteria	d	p	1	kb03-1a	e06	mapkapk5	l-005015-00	pooled_sirna	607	15	0.0	0.0	0.223020804864	0.0	0.011280052946899998	0.035997142723199996
study	bacteria	d	p	1	kb03-1a	e06	mapkapk5	l-005015-00	pooled_sirna	610	42	0.0	0.0	0.102277443351	0.0	0.00837704130878	0.038550424299
study	bacteria	d	p	1	kb03-1a	e06	mapkapk5	l-005015-00	pooled_sirna	610	43	0.0	0.0	0.0554883718786	0.0	0.00901349471729	0.041818490483199994
study	bacteria	d	p	1	kb03-1a	e06	mapkapk5	l-005015-00	pooled_sirna	610	8	0.0	0.0	0.0458143535336	0.0	0.016938221139400002	0.036233835706
study	bacteria	d	p	1	kb03-1a	e06	mapkapk5	l-005015-00	pooled_sirna	609	13	0.0	0.0	0.052782719435099996	0.0	0.0100074709234	0.036073558484
study	bacteria	d	p	1	kb03-1a	e07	cdk17	l-004835-00	pooled_sirna	613	67	0.0	0.0	0.158303586269	0.0	0.0104722669984	0.059430641692699994
study	bacteria	d	p	1	kb03-1a	e07	cdk17	l-004835-00	pooled_sirna	617	30	0.0	0.0	0.266594596304	0.0	0.014617750651499999	0.06761648874319999
study	bacteria	d	p	1	kb03-1a	e07	cdk17	l-004835-00	pooled_sirna	616	30	0.0	0.0	0.17275616399399998	0.0	0.011597506225799999	0.0297372101038
study	bacteria	d	p	1	kb03-1a	e07	cdk17	l-004835-00	pooled_sirna	614	146	0.0	0.0	0.155633823064	0.0	0.0105116596101	0.04721645794630001
study	bacteria	d	p	1	kb03-1a	e07	cdk17	l-004835-00	pooled_sirna	614	40	0.0	0.0	0.07453394442160001	0.0	0.011256793452000001	0.0366806037381
study	bacteria	d	p	1	kb03-1a	e07	cdk17	l-004835-00	pooled_sirna	616	75	0.0	0.0	0.27844349307300004	0.0	0.00972058780433	0.05944148790440001
study	bacteria	d	p	1	kb03-1a	e07	cdk17	l-004835-00	pooled_sirna	617	99	0.0	0.0	0.136739975813	0.0	0.0106358441881	0.079774205216
study	bacteria	d	p	1	kb03-1a	e07	cdk17	l-004835-00	pooled_sirna	613	53	0.0	0.0	0.17915257732999998	0.0	0.0113877845242	0.060041970221300006
study	bacteria	d	p	1	kb03-1a	e07	cdk17	l-004835-00	pooled_sirna	617	25	0.0	0.0	0.19070145584000003	0.0	0.0116489892703	0.0558144176003
study	bacteria	d	p	1	kb03-1a	e07	cdk17	l-004835-00	pooled_sirna	618	4	0.0	0.0	0.391813545295	0.0	0.174862177112	0.175168238325
study	bacteria	d	p	1	kb03-1a	e08	nrk	l-024786-00	pooled_sirna	623	3	0.0	0.0	0.163620598147	0.0	0.0122654563021	0.060964484047
study	bacteria	d	p	1	kb03-1a	e08	nrk	l-024786-00	pooled_sirna	619	24	0.0	0.0	0.0830738605013	0.0	0.020458036187599997	0.0843236598903
study	bacteria	d	p	1	kb03-1a	e08	nrk	l-024786-00	pooled_sirna	620	71	0.0	0.0	0.22272263473	0.0	0.0100388594266	0.041733958456
study	bacteria	d	p	1	kb03-1a	e08	nrk	l-024786-00	pooled_sirna	620	81	0.0	0.0	0.15500132109099998	0.0	0.0106140837402	0.046670728414900005
study	bacteria	d	p	1	kb03-1a	e08	nrk	l-024786-00	pooled_sirna	624	50	0.0	0.0	0.146670655488	0.0	0.0107926062304	0.0614873064398
study	bacteria	d	p	1	kb03-1a	e08	nrk	l-024786-00	pooled_sirna	619	105	0.0	0.0	0.11012503842	0.0	0.013319398797799998	0.0647460613194
study	bacteria	d	p	1	kb03-1a	e08	nrk	l-024786-00	pooled_sirna	623	87	0.0	0.0	0.14981251778100002	0.0	0.010994940403100001	0.0609737594076
study	bacteria	d	p	1	kb03-1a	e08	nrk	l-024786-00	pooled_sirna	623	91	0.0	0.0	0.170293254575	0.0	0.0108399784228	0.06010415865
study	bacteria	d	p	1	kb03-1a	e08	nrk	l-024786-00	pooled_sirna	621	143	0.0	0.0	0.22328099437399998	0.0	0.012940979261499999	0.0603104981271
study	bacteria	d	p	1	kb03-1a	e08	nrk	l-024786-00	pooled_sirna	620	109	0.0	0.0	0.11399106242599999	0.0	0.0109672989825	0.0512523975593
study	bacteria	d	p	1	kb03-1a	e09	insr	l-003014-00	pooled_sirna	627	27	0.0	0.0	0.06750764527099999	0.0	0.011960739374299999	0.0567742582549
study	bacteria	d	p	1	kb03-1a	e09	insr	l-003014-00	pooled_sirna	628	133	0.0	0.0	0.137338968581	0.0	0.00987148407638	0.0456295941411
study	bacteria	d	p	1	kb03-1a	e09	insr	l-003014-00	pooled_sirna	628	139	0.0	0.0	0.119276656831	0.0	0.010311209245100001	0.06476170905840001
study	bacteria	d	p	1	kb03-1a	e09	insr	l-003014-00	pooled_sirna	627	50	0.0	0.0	0.07660905030830001	0.0	0.010330130842700002	0.049990971923699994
study	bacteria	d	p	1	kb03-1a	e09	insr	l-003014-00	pooled_sirna	629	68	0.0	0.0	0.20925593022	0.0	0.00965625265758	0.0378998111985
study	bacteria	d	p	1	kb03-1a	e09	insr	l-003014-00	pooled_sirna	628	44	0.0	0.0	0.08369613979889999	0.0	0.012044070436200002	0.04128599535230001
study	bacteria	d	p	1	kb03-1a	e09	insr	l-003014-00	pooled_sirna	627	79	0.0	0.0	0.131881107008	0.0	0.010277402597200001	0.0684895942121
study	bacteria	d	p	1	kb03-1a	e09	insr	l-003014-00	pooled_sirna	625	124	0.0	0.0	0.104279656153	0.0	0.0135811575306	0.055267495837900006
study	bacteria	d	p	1	kb03-1a	e09	insr	l-003014-00	pooled_sirna	626	153	0.0	0.0	0.131434051019	0.0	0.0132031152116	0.06964274049960001
study	bacteria	d	p	1	kb03-1a	e09	insr	l-003014-00	pooled_sirna	629	14	0.0	0.0	0.659428901639	0.0	0.013497964219799999	0.0786151175187
study	bacteria	d	p	1	kb03-1a	e10	pfkfb2	l-006762-00	pooled_sirna	632	61	0.0	0.0	0.15112031898	0.0	0.011364505445299999	0.0447501891684
study	bacteria	d	p	1	kb03-1a	e10	pfkfb2	l-006762-00	pooled_sirna	633	75	0.0	0.0	0.106973287168	0.0	0.012017434998600002	0.07888335652860001
study	bacteria	d	p	1	kb03-1a	e10	pfkfb2	l-006762-00	pooled_sirna	635	67	0.0	0.0	0.37379582051	0.0	0.0211916536449	0.21058130123100002
study	bacteria	d	p	1	kb03-1a	e10	pfkfb2	l-006762-00	pooled_sirna	633	33	0.0	0.0	0.113015807992	0.0	0.0114535751835	0.050197642200300006
study	bacteria	d	p	1	kb03-1a	e10	pfkfb2	l-006762-00	pooled_sirna	633	19	0.0	0.0	0.321046903378	0.0	0.0192905581375	0.0818127837812
study	bacteria	d	p	1	kb03-1a	e10	pfkfb2	l-006762-00	pooled_sirna	634	52	0.0	0.0	0.17708818280400002	0.0	0.0122086599205	0.06204250430430001
study	bacteria	d	p	1	kb03-1a	e10	pfkfb2	l-006762-00	pooled_sirna	635	60	0.0	0.0	0.11310666156600001	0.0	0.0116726301392	0.0625110565235
study	bacteria	d	p	1	kb03-1a	e10	pfkfb2	l-006762-00	pooled_sirna	632	43	0.0	0.0	0.424003965487	0.0	0.0166268840143	0.11568005207800001
study	bacteria	d	p	1	kb03-1a	e10	pfkfb2	l-006762-00	pooled_sirna	632	25	0.0	0.0	0.124799349613	0.0	0.0249127346636	0.0311550349852
study	bacteria	d	p	1	kb03-1a	e10	pfkfb2	l-006762-00	pooled_sirna	634	58	0.0	0.0	0.145784431054	0.0	0.010005617921200001	0.020882238403200002
study	bacteria	d	p	1	kb03-1a	e11	hipk4	l-004808-00	pooled_sirna	639	44	0.0	0.0	0.165990171323	0.0	0.010562018541200001	0.05335804551559999
study	bacteria	d	p	1	kb03-1a	e11	hipk4	l-004808-00	pooled_sirna	638	72	0.0	0.0	0.123914055305	0.0	0.0222806008404	0.109145341855
study	bacteria	d	p	1	kb03-1a	e11	hipk4	l-004808-00	pooled_sirna	640	4	0.0	0.0	0.18057231530499998	0.0	0.0133834366353	0.0463151456615
study	bacteria	d	p	1	kb03-1a	e11	hipk4	l-004808-00	pooled_sirna	637	135	0.0	0.0	0.15535147458100002	0.0	0.0245971933278	0.079647135428
study	bacteria	d	p	1	kb03-1a	e11	hipk4	l-004808-00	pooled_sirna	639	70	0.0	0.0	0.145794588453	0.0	0.020801014900900004	0.078163733864
study	bacteria	d	p	1	kb03-1a	e11	hipk4	l-004808-00	pooled_sirna	639	39	0.0	0.0	0.147881322367	0.0	0.0160748091677	0.05229915787719999
study	bacteria	d	p	1	kb03-1a	e11	hipk4	l-004808-00	pooled_sirna	639	158	0.0	0.0	0.144727543365	0.0	0.013622464940799998	0.0477429371639
study	bacteria	d	p	1	kb03-1a	e11	hipk4	l-004808-00	pooled_sirna	638	57	0.0	0.0	0.0774387626333	0.0	0.011424403632	0.049086313092999996
study	bacteria	d	p	1	kb03-1a	e11	hipk4	l-004808-00	pooled_sirna	641	47	0.0	0.0	0.118431795984	0.0	0.011305209996	0.0314734084775
study	bacteria	d	p	1	kb03-1a	e11	hipk4	l-004808-00	pooled_sirna	640	157	0.0	0.0	0.07089340745299999	0.0	0.0952807512343	0.061348160335400005
study	bacteria	d	p	1	kb03-1a	e12	mark4	l-005345-00	pooled_sirna	644	98	0.0	0.0	0.076042206443	0.0	0.011137015579299999	0.04677261013169999
study	bacteria	d	p	1	kb03-1a	e12	mark4	l-005345-00	pooled_sirna	643	104	0.0	0.0	0.136054019442	0.0	0.013459466339	0.0435730883574
study	bacteria	d	p	1	kb03-1a	e12	mark4	l-005345-00	pooled_sirna	647	98	0.0	0.0	0.23707845371999997	0.0	0.0159433815639	0.0908654297493
study	bacteria	d	p	1	kb03-1a	e12	mark4	l-005345-00	pooled_sirna	645	10	0.0	0.0	0.148185191682	0.0	0.0127769920108	0.0407275338446
study	bacteria	d	p	1	kb03-1a	e12	mark4	l-005345-00	pooled_sirna	645	65	0.0	0.0	0.09570191945289999	0.0	0.0663222714565	0.0442730415831
study	bacteria	d	p	1	kb03-1a	e12	mark4	l-005345-00	pooled_sirna	646	14	0.0	0.0	0.195891569836	0.0	0.012830918582600001	0.0904830390625
study	bacteria	d	p	1	kb03-1a	e12	mark4	l-005345-00	pooled_sirna	646	81	0.0	0.0	0.16264701152	0.0	0.011349451135499998	0.052258058255
study	bacteria	d	p	1	kb03-1a	e12	mark4	l-005345-00	pooled_sirna	645	46	0.0	0.0	0.12816516934	0.0	0.0126905797949	0.07478966793689999
study	bacteria	d	p	1	kb03-1a	e12	mark4	l-005345-00	pooled_sirna	645	100	0.0	0.0	0.0888633121222	0.0	0.0120901156657	0.0285169090132
study	bacteria	d	p	1	kb03-1a	e12	mark4	l-005345-00	pooled_sirna	644	39	0.0	0.0	0.0827301233608	0.0	0.013133892569799998	0.033886648495099994
study	bacteria	d	p	1	kb03-1a	e13	sik2	l-004778-00	pooled_sirna	649	12	0.0	0.0	0.0746652041648	0.0	0.0147198971227	0.0296885388207
study	bacteria	d	p	1	kb03-1a	e13	sik2	l-004778-00	pooled_sirna	649	30	0.0	0.0	0.08122771691160001	0.0	0.0148579886051	0.040389299214199995
study	bacteria	d	p	1	kb03-1a	e13	sik2	l-004778-00	pooled_sirna	650	48	0.0	0.0	0.0743861703894	0.0	0.011096420392	0.0386156391776
study	bacteria	d	p	1	kb03-1a	e13	sik2	l-004778-00	pooled_sirna	650	140	0.0	0.0	0.193732193469	0.0	0.0611084111773	0.100673975744
study	bacteria	d	p	1	kb03-1a	e13	sik2	l-004778-00	pooled_sirna	651	126	0.0	0.0	0.0630384318372	0.0	0.0221764404635	0.037147917542199996
study	bacteria	d	p	1	kb03-1a	e13	sik2	l-004778-00	pooled_sirna	651	39	0.0	0.0	0.11592906629000001	0.0	0.011884861003100001	0.047580439798
study	bacteria	d	p	1	kb03-1a	e13	sik2	l-004778-00	pooled_sirna	650	109	0.0	0.0	0.14473632644	0.0	0.00989648883602	0.0281739357175
study	bacteria	d	p	1	kb03-1a	e13	sik2	l-004778-00	pooled_sirna	654	133	0.0	0.0	0.129731727397	0.0	0.041537547354599996	0.0915954848412
study	bacteria	d	p	1	kb03-1a	e13	sik2	l-004778-00	pooled_sirna	654	134	0.0	0.0	0.170588328019	0.0	0.009410918251280001	0.0581070134356
study	bacteria	d	p	1	kb03-1a	e13	sik2	l-004778-00	pooled_sirna	652	183	0.0	0.0	0.07553348526810001	0.0	0.0135815945373	0.047365324190300005
study	bacteria	d	p	1	kb03-1a	e14	ephb1	l-003121-00	pooled_sirna	656	88	0.0	0.0	0.124258904976	0.0	0.010490748646499999	0.0419557679454
study	bacteria	d	p	1	kb03-1a	e14	ephb1	l-003121-00	pooled_sirna	655	96	0.0	0.0	0.128881494052	0.0	0.050310110713099994	0.0436928812514
study	bacteria	d	p	1	kb03-1a	e14	ephb1	l-003121-00	pooled_sirna	655	112	0.0	0.0	0.115824374339	0.0	0.0328259106169	0.0698033138353
study	bacteria	d	p	1	kb03-1a	e14	ephb1	l-003121-00	pooled_sirna	658	78	0.0	0.0	0.10383187812799999	0.0	0.009580536077620001	0.0350548779529
study	bacteria	d	p	1	kb03-1a	e14	ephb1	l-003121-00	pooled_sirna	659	118	0.0	0.0	0.0862484916535	0.0	0.014308120594299999	0.05318749773130001
study	bacteria	d	p	1	kb03-1a	e14	ephb1	l-003121-00	pooled_sirna	655	91	0.0	0.0	0.154652479134	0.0	0.0182828269196	0.0506090902824
study	bacteria	d	p	1	kb03-1a	e14	ephb1	l-003121-00	pooled_sirna	655	130	0.0	0.0	0.0956715826472	0.0	0.0582821451291	0.044274347096800004
study	bacteria	d	p	1	kb03-1a	e14	ephb1	l-003121-00	pooled_sirna	660	137	0.0	0.0	0.314622086052	0.0	0.015561763913	0.10198536665300001
study	bacteria	d	p	1	kb03-1a	e14	ephb1	l-003121-00	pooled_sirna	658	50	0.0	0.0	0.101660728061	0.0	0.0108971689833	0.0307757480918
study	bacteria	d	p	1	kb03-1a	e14	ephb1	l-003121-00	pooled_sirna	656	125	0.0	0.0	0.0692481780924	0.0	0.0134470295263	0.0548837600533
study	bacteria	d	p	1	kb03-1a	e15	met	l-003156-00	pooled_sirna	664	39	0.0	0.0	0.0632022956083	0.0	0.0522845064334	0.0332347265302
study	bacteria	d	p	1	kb03-1a	e15	met	l-003156-00	pooled_sirna	663	80	0.0	0.0	0.14296555889499998	0.0	0.0169226746842	0.0854110116248
study	bacteria	d	p	1	kb03-1a	e15	met	l-003156-00	pooled_sirna	664	117	0.0	0.0	0.09903971865660001	0.0	0.09762419353810001	0.04641329590530001
study	bacteria	d	p	1	kb03-1a	e15	met	l-003156-00	pooled_sirna	666	124	0.0	0.0	0.14157673587300001	0.0	0.0108722057506	0.050821612551800004
study	bacteria	d	p	1	kb03-1a	e15	met	l-003156-00	pooled_sirna	665	119	0.0	0.0	0.15829120871400001	0.0	0.015430566943700002	0.047036978403900004
study	bacteria	d	p	1	kb03-1a	e15	met	l-003156-00	pooled_sirna	664	6	0.0	0.0	0.13311130246300001	0.0	0.014916860650500002	0.0700483864187
study	bacteria	d	p	1	kb03-1a	e15	met	l-003156-00	pooled_sirna	665	125	0.0	0.0	0.051875886411899996	0.0	0.012306559361299999	0.063780361122
study	bacteria	d	p	1	kb03-1a	e15	met	l-003156-00	pooled_sirna	664	32	0.0	0.0	0.148654483517	0.0	0.011253284924	0.04223342937749999
study	bacteria	d	p	1	kb03-1a	e15	met	l-003156-00	pooled_sirna	664	52	0.0	0.0	0.11819952545199999	0.0	0.012968301918799998	0.07350091633510002
study	bacteria	d	p	1	kb03-1a	e15	met	l-003156-00	pooled_sirna	663	113	0.0	0.0	0.0752476384013	0.0	0.15691179802000002	0.0663727239483
study	bacteria	d	p	1	kb03-1a	e16	magi3	l-009453-00	pooled_sirna	672	142	0.0	0.0	0.105767518079	0.0	0.09617670753669999	0.062567417187
study	bacteria	d	p	1	kb03-1a	e16	magi3	l-009453-00	pooled_sirna	672	177	0.0	0.0	0.108501286548	0.0	0.0116163483803	0.08891352326410001
study	bacteria	d	p	1	kb03-1a	e16	magi3	l-009453-00	pooled_sirna	672	210	0.0	0.0	0.216808106392	0.0	0.0874168428102	0.095892311469
study	bacteria	d	p	1	kb03-1a	e16	magi3	l-009453-00	pooled_sirna	668	67	0.0	0.0	0.12229335739399999	0.0	0.0443179752939	0.0691714977213
study	bacteria	d	p	1	kb03-1a	e16	magi3	l-009453-00	pooled_sirna	667	142	0.0	0.0	0.08003518697319999	0.0	0.0116812155998	0.0392391709833
study	bacteria	d	p	1	kb03-1a	e16	magi3	l-009453-00	pooled_sirna	669	64	0.0	0.0	0.0451226902525	0.0	0.00952765732344	0.019410753680200003
study	bacteria	d	p	1	kb03-1a	e16	magi3	l-009453-00	pooled_sirna	670	52	0.0	0.0	0.08366448929930001	0.0	0.0117787148653	0.04878170413869999
study	bacteria	d	p	1	kb03-1a	e16	magi3	l-009453-00	pooled_sirna	669	40	0.0	0.0	0.14477435489600002	0.0	0.00995430234577	0.0359331035283
study	bacteria	d	p	1	kb03-1a	e16	magi3	l-009453-00	pooled_sirna	668	118	0.0	0.0	0.138507126382	0.0	0.00971622365291	0.0468940209659
study	bacteria	d	p	1	kb03-1a	e16	magi3	l-009453-00	pooled_sirna	667	66	0.0	0.0	0.242744992942	0.0	0.0122737875134	0.08362939569510001
study	bacteria	d	p	1	kb03-1a	e17	fyn	l-003140-00	pooled_sirna	675	32	0.0	0.0	0.0887104581931	0.0	0.010003239708	0.06453830446219999
study	bacteria	d	p	1	kb03-1a	e17	fyn	l-003140-00	pooled_sirna	678	125	0.0	0.0	0.0962604826137	0.0	0.011371468274399998	0.047839253153800006
study	bacteria	d	p	1	kb03-1a	e17	fyn	l-003140-00	pooled_sirna	673	70	0.0	0.0	0.10086617469900001	0.0	0.00853776670058	0.033311592264
study	bacteria	d	p	1	kb03-1a	e17	fyn	l-003140-00	pooled_sirna	676	207	0.0	0.0	0.11754723800000001	0.0	0.0131035953263	0.0301399588649
study	bacteria	d	p	1	kb03-1a	e17	fyn	l-003140-00	pooled_sirna	678	18	0.0	0.0	0.137837398552	0.0	0.012340815667299998	0.0255092281313
study	bacteria	d	p	1	kb03-1a	e17	fyn	l-003140-00	pooled_sirna	678	72	0.0	0.0	0.130192466049	0.0	0.011348951391200002	0.06926039750639999
study	bacteria	d	p	1	kb03-1a	e17	fyn	l-003140-00	pooled_sirna	678	111	0.0	0.0	0.120508681293	0.0	0.0191452899225	0.0790656663725
study	bacteria	d	p	1	kb03-1a	e17	fyn	l-003140-00	pooled_sirna	676	200	0.0	0.0	0.123323421281	0.0	0.013024772840200002	0.0335297421318
